uav_idx,x,y,z
0,329.9811896842367,229.76171960241822,77.42665495517166
1,785.4851895451634,1278.1492687829361,71.14628041583619
2,1600.4726170435688,609.1297793797424,72.46176327947158
3,1575.756432435439,1798.3292740804118,79.99408742292901
4,193.97371330285398,758.4472254279224,70.29893455995422
5,436.48444090699434,1697.0261788478979,69.8002620676041
6,1946.7506190569966,1281.3309393528566,72.95303830064199
7,45.67587054211788,1420.6118251233697,67.48833214219876
