uav_idx,x,y,z
0,1560.3118435208462,1478.6704371868645,84.46458748811648
1,283.6071697061759,774.3774166652262,72.12981792970662
2,1457.3804416992903,335.4519099517406,75.32857824455168
3,397.65000434691297,1542.5993238019225,72.54544221370807
4,1005.1781125522023,1726.262546052969,74.10054864638023
5,329.1712395200102,150.6492605175922,76.01960991433182
6,1766.8406903919395,861.7880471300446,75.43321336319838
7,926.9312427343559,1016.4581134202949,77.92032437350693
