uav_idx,x,y,z
0,1573.8968189962495,1719.776037643221,82.39293346987483
1,776.2902439009059,797.7204891775511,73.55503982723651
2,415.535691556384,1551.3445124810037,72.60059672889699
3,1184.1550235143225,278.1258973356139,72.24034465410182
4,182.84969276271636,332.73706861456253,69.99768629166053
5,1870.358550385922,157.22772462178727,75.83199906161474
6,996.3921970129865,1660.9659201764448,71.6859417131061
7,1330.8679641289705,1172.937158769329,73.53099439503225
