uav_idx,x,y,z
0,910.0370964006902,807.3585602891877,76.14788127595088
1,1553.6735804589389,1075.7685747956857,72.36874043062926
2,401.4155284692921,1457.5076425289324,71.81704360919554
3,1588.2363924726037,1782.1137093429838,80.47319027542667
4,1001.7421471616225,318.6425077425404,73.01663750816019
5,321.22220139051524,571.138244241381,73.1097830004813
6,1035.120975753061,1649.0158464692868,72.78204986527442
7,1621.361093812922,311.63074663946315,72.78268599546747
